AAPL,0.58823
AMD,0.14282
AMZN,0.0
ATVI,0.09438
BABA,0.0
CRM,0.0
EA,0.0
FB,0.0
GOOG,0.0
INTC,0.0
MSFT,0.0
MTCH,0.01608
NVDA,0.0
PYPL,0.0
TTD,0.15848
