AAPL,0.0
AMD,0.0
AMZN,0.23732
ATVI,0.01853
BABA,0.0
CRM,0.0
EA,0.0
FB,0.0
GOOG,0.0
INTC,0.0
MSFT,0.0
MTCH,0.04797
NVDA,0.0
PYPL,0.09942
TSLA,0.25433
TTD,0.34243
